,edid,year,variable,party,value
501,44,2011,ELECTORS,ELECTORS,91638
502,45,2011,BENTLEY,LIBERAL                        ,22610
503,45,2011,BROWN,LIBERAL                        ,1194
504,45,2011,BUCHANAN,NEW DEMOCRATIC                 ,10757
505,45,2011,CHAHBAR,PROGRESSIVE CONSERVATIVE       ,14603
506,45,2011,GUPTA,PEOPLE FIRST REPUBLIC PARTY OF ONTARIO,61
507,45,2011,HODGES,FREEDOM                        ,300
508,45,2011,REJECTED,REJECTED,114
509,45,2011,UNMARKED,UNMARKED,76
510,45,2011,DECLINED,DECLINED,34
511,45,2011,VOTER_TURNOUT,VOTER_TURNOUT,49749
512,45,2011,ELECTORS,ELECTORS,93852
513,46,2011,CHAN,LIBERAL                        ,19579
514,46,2011,CHOO,NEW DEMOCRATIC                 ,4575
515,46,2011,O'BRIEN,FAMILY COALITION PARTY OF ONTARIO,1104
516,46,2011,SMALL,ONTARIO LIBERTARIAN PARTY,259
517,46,2011,THAYAPARAN,PROGRESSIVE CONSERVATIVE       ,11720
518,46,2011,REJECTED,REJECTED,156
519,46,2011,UNMARKED,UNMARKED,114
520,46,2011,DECLINED,DECLINED,14
521,46,2011,VOTER_TURNOUT,VOTER_TURNOUT,37521
522,46,2011,ELECTORS,ELECTORS,92232
523,47,2011,FOSTER,GREEN                          ,1247
524,47,2011,GILL,GREEN                          ,10287
525,47,2011,KHAN,INDEPENDENT,400
526,47,2011,MANGAT,LIBERAL                        ,15579
527,47,2011,MILLOY,LIBERAL                        ,691
528,47,2011,PANDHER,NEW DEMOCRATIC                 ,5420
529,47,2011,WIDLA,INDEPENDENT,216
530,47,2011,REJECTED,REJECTED,140
531,47,2011,UNMARKED,UNMARKED,67
532,47,2011,DECLINED,DECLINED,35
533,47,2011,VOTER_TURNOUT,VOTER_TURNOUT,34082
534,47,2011,ELECTORS,ELECTORS,93563
535,48,2011,AHMED,NEW DEMOCRATIC                 ,5704
536,48,2011,CHURCHIN,PROGRESSIVE CONSERVATIVE       ,11297
537,48,2011,DAMERLA,LIBERAL                        ,15535
538,48,2011,DURY,FREEDOM                        ,177
539,48,2011,HARDING,INDEPENDENT,199
540,48,2011,JONES,PROGRESSIVE CONSERVATIVE       ,934
541,48,2011,SHAH,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,117
542,48,2011,REJECTED,REJECTED,134
543,48,2011,UNMARKED,UNMARKED,46
544,48,2011,DECLINED,DECLINED,11
545,48,2011,VOTER_TURNOUT,VOTER_TURNOUT,34154
546,48,2011,ELECTORS,ELECTORS,84330
547,49,2011,BILEK,NEW DEMOCRATIC                 ,7768
548,49,2011,BROWN,LIBERAL                        ,16294
549,49,2011,CASANOVA,GREEN                          ,853
550,49,2011,JACKSON,PROGRESSIVE CONSERVATIVE       ,176
551,49,2011,TAKHAR,LIBERAL                        ,20552
552,49,2011,REJECTED,REJECTED,86
553,49,2011,UNMARKED,UNMARKED,45
554,49,2011,DECLINED,DECLINED,3
555,49,2011,VOTER_TURNOUT,VOTER_TURNOUT,45777
556,49,2011,ELECTORS,ELECTORS,104254
557,50,2011,FIGUEIRAS,VEGAN ENVIRONMENTAL PARTY,165
558,50,2011,HARRIS,PROGRESSIVE CONSERVATIVE       ,236
559,50,2011,JANOSCIK,PROGRESSIVE CONSERVATIVE       ,14499
560,50,2011,MOGK,GREEN                          ,860
561,50,2011,SIKKA,NEW DEMOCRATIC                 ,4044
562,50,2011,SOUSA,LIBERAL                        ,20375
563,50,2011,REJECTED,REJECTED,73
564,50,2011,UNMARKED,UNMARKED,75
565,50,2011,DECLINED,DECLINED,30
566,50,2011,VOTER_TURNOUT,VOTER_TURNOUT,40357
567,50,2011,ELECTORS,ELECTORS,78746
568,51,2011,AYAD,NEW DEMOCRATIC                 ,5494
569,51,2011,DELANEY,LIBERAL                        ,18591
570,51,2011,SUNBATY,PROGRESSIVE CONSERVATIVE       ,10655
571,51,2011,WARNER,GREEN                          ,1329
572,51,2011,REJECTED,REJECTED,80
573,51,2011,UNMARKED,UNMARKED,34
574,51,2011,DECLINED,DECLINED,11
575,51,2011,VOTER_TURNOUT,VOTER_TURNOUT,36194
576,51,2011,ELECTORS,ELECTORS,87297
577,52,2011,DAGENAIS,NEW DEMOCRATIC                 ,8127
578,52,2011,DRANSFIELD,LIBERAL                        ,14844
579,52,2011,KUBANEK,GREEN                          ,1641
580,52,2011,MACLEOD,PROGRESSIVE CONSERVATIVE       ,29985
581,52,2011,ROSSI,PROGRESSIVE CONSERVATIVE       ,217
582,52,2011,TOUTANT,ONTARIO LIBERTARIAN PARTY,223
583,52,2011,REJECTED,REJECTED,135
584,52,2011,UNMARKED,UNMARKED,38
585,52,2011,DECLINED,DECLINED,20
586,52,2011,VOTER_TURNOUT,VOTER_TURNOUT,55230
587,52,2011,ELECTORS,ELECTORS,110662
588,53,2011,BISANZ,LIBERAL                        ,16154
589,53,2011,KLEES,PROGRESSIVE CONSERVATIVE       ,21425
590,53,2011,KUYSTEN,GREEN                          ,1256
591,53,2011,WARDLAW,NEW DEMOCRATIC                 ,6514
592,53,2011,REJECTED,REJECTED,91
593,53,2011,UNMARKED,UNMARKED,36
594,53,2011,DECLINED,DECLINED,24
595,53,2011,VOTER_TURNOUT,VOTER_TURNOUT,45500
596,53,2011,ELECTORS,ELECTORS,92231
597,54,2011,CRAITOR,LIBERAL                        ,16794
598,54,2011,HYDE,ONTARIO LIBERTARIAN PARTY,217
599,54,2011,JANKOVIC,FAMILY COALITION PARTY OF ONTARIO,191
600,54,2011,LEPP,PROGRESSIVE CONSERVATIVE       ,16296
601,54,2011,REDEKOP,NEW DEMOCRATIC                 ,12304
602,54,2011,SMITH,COMMUNIST                      ,759
603,54,2011,TOSSOUNIAN,INDEPENDENT,119
604,54,2011,TREDWELL,NO AFFILIATION,112
605,54,2011,REJECTED,REJECTED,239
606,54,2011,UNMARKED,UNMARKED,61
607,54,2011,DECLINED,DECLINED,8
608,54,2011,VOTER_TURNOUT,VOTER_TURNOUT,47100
609,54,2011,ELECTORS,ELECTORS,95266
610,55,2011,AUGUSTINE,REFORM PARTY OF ONTARIO,130
611,55,2011,CROSS,GREEN                          ,1372
612,55,2011,HUDAK,PROGRESSIVE CONSERVATIVE       ,24919
613,55,2011,LEES,FAMILY COALITION PARTY OF ONTARIO,303
614,55,2011,MARCO,NEW DEMOCRATIC                 ,9070
615,55,2011,PEACOCK,FREEDOM                        ,80
616,55,2011,POOS,PATRON                         ,158
617,55,2011,TROMBETTA,LIBERAL                        ,12708
618,55,2011,WIENHOLD,ONTARIO LIBERTARIAN PARTY,166
619,55,2011,REJECTED,REJECTED,123
620,55,2011,UNMARKED,UNMARKED,44
621,55,2011,DECLINED,DECLINED,38
622,55,2011,VOTER_TURNOUT,VOTER_TURNOUT,49111
623,55,2011,ELECTORS,ELECTORS,89489
624,56,2011,GELINAS,NEW DEMOCRATIC                 ,16876
625,56,2011,PERONI,PROGRESSIVE CONSERVATIVE       ,5625
626,56,2011,RUSSELL,NEW DEMOCRATIC                 ,810
627,56,2011,RYMA,LIBERAL                        ,7451
628,56,2011,REJECTED,REJECTED,64
629,56,2011,UNMARKED,UNMARKED,21
630,56,2011,DECLINED,DECLINED,11
631,56,2011,VOTER_TURNOUT,VOTER_TURNOUT,30858
632,56,2011,ELECTORS,ELECTORS,62276
633,57,2011,FEDELI,PROGRESSIVE CONSERVATIVE       ,15381
634,57,2011,GIROUX,NEW DEMOCRATIC                 ,5567
635,57,2011,HAIG,GREEN                          ,971
636,57,2011,WHITING,LIBERAL                        ,8775
637,57,2011,REJECTED,REJECTED,98
638,57,2011,UNMARKED,UNMARKED,42
639,57,2011,DECLINED,DECLINED,12
640,57,2011,VOTER_TURNOUT,VOTER_TURNOUT,30846
641,57,2011,ELECTORS,ELECTORS,59481
642,58,2011,MCLARTY,ONTARIO LIBERTARIAN PARTY,357
643,58,2011,MEES,NEW DEMOCRATIC                 ,8589
644,58,2011,MILLIGAN,PROGRESSIVE CONSERVATIVE       ,19279
645,58,2011,RIEGER,INDEPENDENT,159
646,58,2011,RINALDI,LIBERAL                        ,18572
647,58,2011,SMITH TORRIE,SMITH TORRIE,1483
648,58,2011,REJECTED,REJECTED,102
649,58,2011,UNMARKED,UNMARKED,61
650,58,2011,DECLINED,DECLINED,19
651,58,2011,VOTER_TURNOUT,VOTER_TURNOUT,48621
652,58,2011,ELECTORS,ELECTORS,93720
653,59,2011,BOELLING,ONTARIO LIBERTARIAN PARTY,1057
654,59,2011,HAITAS,GREEN                          ,1569
655,59,2011,JACZEK,LIBERAL                        ,28878
656,59,2011,LU,INDEPENDENT,484
657,59,2011,WASSEF,PROGRESSIVE CONSERVATIVE       ,23950
658,59,2011,WHITFELD,NEW DEMOCRATIC                 ,8548
659,59,2011,REJECTED,REJECTED,216
660,59,2011,UNMARKED,UNMARKED,137
661,59,2011,DECLINED,DECLINED,42
662,59,2011,VOTER_TURNOUT,VOTER_TURNOUT,64881
663,59,2011,ELECTORS,ELECTORS,151959
664,60,2011,BANZUELA,FAMILY COALITION PARTY OF ONTARIO,188
665,60,2011,CHLOBOWSKI,GREEN                          ,878
666,60,2011,FLYNN,LIBERAL                        ,21711
667,60,2011,HARRIS,PROGRESSIVE CONSERVATIVE       ,498
668,60,2011,HUNTER,FREEDOM                        ,115
669,60,2011,SCOTT,PROGRESSIVE CONSERVATIVE       ,17131
670,60,2011,SPRAGUE,NEW DEMOCRATIC                 ,4625
671,60,2011,REJECTED,REJECTED,104
672,60,2011,UNMARKED,UNMARKED,33
673,60,2011,DECLINED,DECLINED,25
674,60,2011,VOTER_TURNOUT,VOTER_TURNOUT,45308
675,60,2011,ELECTORS,ELECTORS,85971
676,61,2011,BELANGER,ONTARIO LIBERTARIAN PARTY,435
677,61,2011,FUDGE,FREEDOM                        ,147
678,61,2011,LEADBETTER,GREEN                          ,1035
679,61,2011,MENEZES,LIBERAL                        ,6921
680,61,2011,OUELLETTE,PROGRESSIVE CONSERVATIVE       ,16719
681,61,2011,SHIELDS,NEW DEMOCRATIC                 ,14316
682,61,2011,REJECTED,REJECTED,106
683,61,2011,UNMARKED,UNMARKED,40
684,61,2011,DECLINED,DECLINED,16
685,61,2011,VOTER_TURNOUT,VOTER_TURNOUT,39735
686,61,2011,ELECTORS,ELECTORS,89767
687,62,2011,CHAPMAN,PROGRESSIVE CONSERVATIVE       ,309
688,62,2011,DEKKER,PROGRESSIVE CONSERVATIVE       ,9257
689,62,2011,NAIDOO,NEW DEMOCRATIC                 ,14715
690,62,2011,NAQVI,LIBERAL                        ,23646
691,62,2011,O'DONNELL,GREEN                          ,2184
692,62,2011,RYAN,COMMUNIST                      ,160
693,62,2011,ZEITHAMMEL,ONTARIO LIBERTARIAN PARTY,240
694,62,2011,REJECTED,REJECTED,138
695,62,2011,UNMARKED,UNMARKED,44
696,62,2011,DECLINED,DECLINED,108
697,62,2011,VOTER_TURNOUT,VOTER_TURNOUT,50801
698,62,2011,ELECTORS,ELECTORS,94553
699,63,2011,GUTMANIS,GREEN                          ,886
700,63,2011,LISTER,PROGRESSIVE CONSERVATIVE       ,19003
701,63,2011,MCGRUER,FREEDOM                        ,183
702,63,2011,MCKERCHER,NEW DEMOCRATIC                 ,4979
703,63,2011,MCNEELY,LIBERAL                        ,21857
704,63,2011,PAUL,ONTARIO LIBERTARIAN PARTY,154
705,63,2011,REJECTED,REJECTED,131
706,63,2011,UNMARKED,UNMARKED,37
707,63,2011,DECLINED,DECLINED,11
708,63,2011,VOTER_TURNOUT,VOTER_TURNOUT,47241
709,63,2011,ELECTORS,ELECTORS,89726
710,64,2011,BRISSON,ONTARIO LIBERTARIAN PARTY,252
711,64,2011,FARAH,NEW DEMOCRATIC                 ,5988
712,64,2011,MACDONALD,PROGRESSIVE CONSERVATIVE       ,14945
713,64,2011,MCGUINTY,LIBERAL                        ,21842
714,64,2011,MIHAYCHUK,GREEN                          ,1442
715,64,2011,REDINS,PARTY FOR PEOPLE WITH SPECIAL NEEDS,238
716,64,2011,REJECTED,REJECTED,159
717,64,2011,UNMARKED,UNMARKED,45
718,64,2011,DECLINED,DECLINED,18
719,64,2011,VOTER_TURNOUT,VOTER_TURNOUT,44929
720,64,2011,ELECTORS,ELECTORS,87766
721,65,2011,BAGLER,GREEN                          ,1719
722,65,2011,HOULE,FAMILY COALITION PARTY OF ONTARIO,352
723,65,2011,LALIBERT?-TIPPLE,LALIBERT?-TIPPLE,7466
724,65,2011,MEILLEUR,LIBERAL                        ,19619
725,65,2011,SHERMAN,PROGRESSIVE CONSERVATIVE       ,8929
726,65,2011,REJECTED,REJECTED,107
727,65,2011,UNMARKED,UNMARKED,40
728,65,2011,DECLINED,DECLINED,14
729,65,2011,VOTER_TURNOUT,VOTER_TURNOUT,38246
730,65,2011,ELECTORS,ELECTORS,81712
731,66,2011,BYRNE,NEW DEMOCRATIC                 ,6576
732,66,2011,CHIARELLI,LIBERAL                        ,18492
733,66,2011,DENLEY,PROGRESSIVE CONSERVATIVE       ,17483
734,66,2011,HILL,NEW DEMOCRATIC                 ,1485
735,66,2011,PACHECO,FAMILY COALITION PARTY OF ONTARIO,396
736,66,2011,REJECTED,REJECTED,119
737,66,2011,UNMARKED,UNMARKED,41
738,66,2011,DECLINED,DECLINED,14
739,66,2011,VOTER_TURNOUT,VOTER_TURNOUT,44606
740,66,2011,ELECTORS,ELECTORS,82187
741,67,2011,EISEN,NEW DEMOCRATIC                 ,5885
742,67,2011,HARDEMAN,PROGRESSIVE CONSERVATIVE       ,20658
743,67,2011,HILDERLEY,LIBERAL                        ,9410
744,67,2011,STEWART-MOTT,GREEN                          ,1336
745,67,2011,VANDERHOEVEN,FAMILY COALITION PARTY OF ONTARIO,359
746,67,2011,REJECTED,REJECTED,83
747,67,2011,UNMARKED,UNMARKED,20
748,67,2011,DECLINED,DECLINED,20
749,67,2011,VOTER_TURNOUT,VOTER_TURNOUT,37771
750,67,2011,ELECTORS,ELECTORS,76804
751,68,2011,BABULA,NO AFFILIATION,84
752,68,2011,DINOVO,NEW DEMOCRATIC                 ,18365
753,68,2011,GANETAKOS,PROGRESSIVE CONSERVATIVE       ,4668
754,68,2011,LUU,INDEPENDENT,78
755,68,2011,PASTERNAK,LIBERAL                        ,14877
756,68,2011,RADEJEWSKY,NO AFFILIATION,88
757,68,2011,ROJAS,ONTARIO LIBERTARIAN PARTY,172
758,68,2011,TAR,INDEPENDENT,39
759,68,2011,TROTTIER,GREEN                          ,1325
760,68,2011,ZAUGG,PATRON                         ,56
761,68,2011,REJECTED,REJECTED,126
762,68,2011,UNMARKED,UNMARKED,56
763,68,2011,DECLINED,DECLINED,25
764,68,2011,VOTER_TURNOUT,VOTER_TURNOUT,39959
765,68,2011,ELECTORS,ELECTORS,77163
766,69,2011,MILLER,PROGRESSIVE CONSERVATIVE       ,19417
767,69,2011,RICHTER,GREEN                          ,3251
768,69,2011,STIVRINS,FREEDOM                        ,167
769,69,2011,WATERS,LIBERAL                        ,6537
770,69,2011,ZYGANIUK,NEW DEMOCRATIC                 ,6527
771,69,2011,REJECTED,REJECTED,52
772,69,2011,UNMARKED,UNMARKED,25
773,69,2011,DECLINED,DECLINED,94
774,69,2011,VOTER_TURNOUT,VOTER_TURNOUT,36070
775,69,2011,ELECTORS,ELECTORS,69651
776,70,2011,DESJARDINS,GREEN                          ,918
777,70,2011,DEVRIES,FAMILY COALITION PARTY OF ONTARIO,627
778,70,2011,PAPENBURG,NEW DEMOCRATIC                 ,5836
779,70,2011,PETTAPIECE,PROGRESSIVE CONSERVATIVE       ,14845
780,70,2011,SMINK,FREEDOM                        ,164
781,70,2011,WILKINSON,LIBERAL                        ,14635
782,70,2011,REJECTED,REJECTED,84
783,70,2011,UNMARKED,UNMARKED,38
784,70,2011,DECLINED,DECLINED,22
785,70,2011,VOTER_TURNOUT,VOTER_TURNOUT,37169
786,70,2011,ELECTORS,ELECTORS,71629
787,71,2011,BEAMISH,GREEN                          ,1235
788,71,2011,LEAL,LIBERAL                        ,19430
789,71,2011,LONG,FREEDOM                        ,127
790,71,2011,NICKLE,NEW DEMOCRATIC                 ,12460
791,71,2011,RANNEY,SOCIALIST PARTY OF ONTARIO,83
792,71,2011,WILSON,PROGRESSIVE CONSERVATIVE       ,15323
793,71,2011,REJECTED,REJECTED,121
794,71,2011,UNMARKED,UNMARKED,50
795,71,2011,DECLINED,DECLINED,48
796,71,2011,VOTER_TURNOUT,VOTER_TURNOUT,48877
797,71,2011,ELECTORS,ELECTORS,91908
798,72,2011,CARI?O,CARI?O,6424
799,72,2011,GAUDET,PROGRESSIVE CONSERVATIVE       ,13033
800,72,2011,MACCHARLES,LIBERAL                        ,18201
801,72,2011,SMITH,COMMUNIST                      ,1096
802,72,2011,THOMAS,ONTARIO LIBERTARIAN PARTY,252
803,72,2011,REJECTED,REJECTED,118
804,72,2011,UNMARKED,UNMARKED,31
805,72,2011,DECLINED,DECLINED,17
806,72,2011,VOTER_TURNOUT,VOTER_TURNOUT,39172
807,72,2011,ELECTORS,ELECTORS,78835
808,73,2011,DOMBROWSKY,LIBERAL                        ,15686
809,73,2011,FORD,FAMILY COALITION PARTY OF ONTARIO,257
810,73,2011,HAYES,NEW DEMOCRATIC                 ,7379
811,73,2011,HULL,GREEN                          ,2049
812,73,2011,SKINNER,ONTARIO LIBERTARIAN PARTY,201
813,73,2011,SMITH,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,18816
814,73,2011,TUCK,PEOPLE FIRST REPUBLIC PARTY OF ONTARIO,115
815,73,2011,REJECTED,REJECTED,85
816,73,2011,UNMARKED,UNMARKED,34
817,73,2011,DECLINED,DECLINED,33
818,73,2011,VOTER_TURNOUT,VOTER_TURNOUT,44655
819,73,2011,ELECTORS,ELECTORS,86304
820,74,2011,DOUGHERTY,NEW DEMOCRATIC                 ,4277
821,74,2011,JONES,PROGRESSIVE CONSERVATIVE       ,574
822,74,2011,O'LEARY,LIBERAL                        ,6231
823,74,2011,REID,ONTARIO PROVINCIAL CONFEDERATION OF REGIONS PARTY,309
824,74,2011,YAKABUSKI,PROGRESSIVE CONSERVATIVE       ,27594
825,74,2011,REJECTED,REJECTED,75
826,74,2011,UNMARKED,UNMARKED,23
827,74,2011,DECLINED,DECLINED,9
828,74,2011,VOTER_TURNOUT,VOTER_TURNOUT,39092
829,74,2011,ELECTORS,ELECTORS,74191
830,75,2011,CHAMBERLAIN,GREEN                          ,1268
831,75,2011,DEMJEN,ONTARIO LIBERTARIAN PARTY,394
832,75,2011,DEVITA,NEW DEMOCRATIC                 ,4987
833,75,2011,GUPTA,PEOPLE FIRST REPUBLIC PARTY OF ONTARIO,13763
834,75,2011,MORIDI,LIBERAL                        ,18042
835,75,2011,REJECTED,REJECTED,121
836,75,2011,UNMARKED,UNMARKED,81
837,75,2011,DECLINED,DECLINED,14
838,75,2011,VOTER_TURNOUT,VOTER_TURNOUT,38670
839,75,2011,ELECTORS,ELECTORS,91010
840,76,2011,BELLOWS,PROGRESSIVE CONSERVATIVE       ,15461
841,76,2011,BRADLEY,LIBERAL                        ,17166
842,76,2011,CLARKE,FAMILY COALITION PARTY OF ONTARIO,191
843,76,2011,LOWELL,NEW DEMOCRATIC                 ,8624
844,76,2011,MOORADIAN,GREEN                          ,1066
845,76,2011,RADICK,CHRISTIAN CREDIT               ,62
846,76,2011,UNRAU,FREEDOM                        ,57
847,76,2011,WAZIRUDDIN,COMMUNIST                      ,68
848,76,2011,REJECTED,REJECTED,126
849,76,2011,UNMARKED,UNMARKED,42
850,76,2011,DECLINED,DECLINED,20
851,76,2011,VOTER_TURNOUT,VOTER_TURNOUT,42883
852,76,2011,ELECTORS,ELECTORS,84078
853,77,2011,HOSKINS,LIBERAL                        ,25048
854,77,2011,HYNES,NEW DEMOCRATIC                 ,7124
855,77,2011,KITTREDGE,ONTARIO LIBERTARIAN PARTY,335
856,77,2011,MCGIRR,PROGRESSIVE CONSERVATIVE       ,8972
857,77,2011,PINTO,SOCIALIST PARTY OF ONTARIO,83
858,77,2011,RITA,FREEDOM                        ,86
859,77,2011,VALLANCE,NORTHERN ONTARIO HERITAGE      ,69
860,77,2011,VAN VELDHUYSEN,VAN VELDHUYSEN,1180
861,77,2011,REJECTED,REJECTED,110
862,77,2011,UNMARKED,UNMARKED,49
863,77,2011,DECLINED,DECLINED,18
864,77,2011,VOTER_TURNOUT,VOTER_TURNOUT,43074
865,77,2011,ELECTORS,ELECTORS,85451
866,78,2011,BAILEY,PROGRESSIVE CONSERVATIVE       ,19570
867,78,2011,BARRY,LIBERAL                        ,8819
868,78,2011,BRUZIEWICZ,INDEPENDENT,1077
869,78,2011,FALBY,ONTARIO LIBERTARIAN PARTY,160
870,78,2011,VERMETTE,GREEN                          ,567
871,78,2011,WHITE,NEW DEMOCRATIC                 ,10307
872,78,2011,REJECTED,REJECTED,120
873,78,2011,UNMARKED,UNMARKED,56
874,78,2011,DECLINED,DECLINED,23
875,78,2011,VOTER_TURNOUT,VOTER_TURNOUT,40699
876,78,2011,ELECTORS,ELECTORS,78646
877,79,2011,HUNT,FAMILY COALITION PARTY OF ONTARIO,172
878,79,2011,MACMICHAEL,GREEN                          ,519
879,79,2011,ORAZIETTI,LIBERAL                        ,16109
880,79,2011,ROSS,THE ONLY PARTY,9037
881,79,2011,TURNER,PROGRESSIVE CONSERVATIVE       ,3477
882,79,2011,REJECTED,REJECTED,94
883,79,2011,UNMARKED,UNMARKED,39
884,79,2011,DECLINED,DECLINED,14
885,79,2011,VOTER_TURNOUT,VOTER_TURNOUT,29461
886,79,2011,ELECTORS,ELECTORS,59698
887,80,2011,AHUJA,PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO,209
888,80,2011,CHEN,PROGRESSIVE CONSERVATIVE       ,10222
889,80,2011,CHOI,NEW DEMOCRATIC                 ,5017
890,80,2011,MCLARTY,ONTARIO LIBERTARIAN PARTY,656
891,80,2011,THOMPSON,PARTY FOR HUMAN RIGHTS IN ONTARIO,722
892,80,2011,WALL,FREEDOM                        ,83
893,80,2011,WONG,LIBERAL                        ,14907
894,80,2011,REJECTED,REJECTED,160
895,80,2011,UNMARKED,UNMARKED,76
896,80,2011,DECLINED,DECLINED,10
897,80,2011,VOTER_TURNOUT,VOTER_TURNOUT,32062
898,80,2011,ELECTORS,ELECTORS,73583
899,81,2011,DRIVER,FREEDOM                        ,301
900,81,2011,DUGUID,LIBERAL                        ,16142
901,81,2011,MATHURIN,NEW DEMOCRATIC                 ,6876
902,81,2011,MOLE,GREEN                          ,558
903,81,2011,WILLIAMS,PROGRESSIVE CONSERVATIVE       ,7511
904,81,2011,REJECTED,REJECTED,117
905,81,2011,UNMARKED,UNMARKED,53
906,81,2011,DECLINED,DECLINED,10
907,81,2011,VOTER_TURNOUT,VOTER_TURNOUT,31568
908,81,2011,ELECTORS,ELECTORS,70958
909,82,2011,APELBAUM,ONTARIO LIBERTARIAN PARTY,407
910,82,2011,BEST,LIBERAL                        ,15607
911,82,2011,ELLIS,PROGRESSIVE CONSERVATIVE       ,9137
912,82,2011,OLIVER,FREEDOM                        ,136
913,82,2011,POCHKHANAWALA,GREEN                          ,413
914,82,2011,URBAN,NEW DEMOCRATIC                 ,6194
915,82,2011,REJECTED,REJECTED,158
916,82,2011,UNMARKED,UNMARKED,49
917,82,2011,DECLINED,DECLINED,16
918,82,2011,VOTER_TURNOUT,VOTER_TURNOUT,32117
919,82,2011,ELECTORS,ELECTORS,67408
920,83,2011,BALKISSOON,LIBERAL                        ,15237
921,83,2011,KIM,PROGRESSIVE CONSERVATIVE       ,6837
922,83,2011,LIAO,ONTARIO LIBERTARIAN PARTY,457
923,83,2011,ROSCH,FAMILY COALITION PARTY OF ONTARIO,166
924,83,2011,SHAN,NEW DEMOCRATIC                 ,13088
925,83,2011,SINGH,NEW DEMOCRATIC                 ,455
926,83,2011,WALKER,PROGRESSIVE CONSERVATIVE       ,150
927,83,2011,REJECTED,REJECTED,130
928,83,2011,UNMARKED,UNMARKED,80
929,83,2011,DECLINED,DECLINED,5
930,83,2011,VOTER_TURNOUT,VOTER_TURNOUT,36605
931,83,2011,ELECTORS,ELECTORS,85338
932,84,2011,BERARDINETTI,LIBERAL                        ,14585
933,84,2011,BLANCO-RUIBAL,FREEDOM                        ,250
934,84,2011,BUDD,NEW DEMOCRATIC                 ,10404
935,84,2011,CHOPOWICK,PROGRESSIVE CONSERVATIVE       ,7061
936,84,2011,MCKIM,GREEN                          ,777
937,84,2011,REJECTED,REJECTED,102
938,84,2011,UNMARKED,UNMARKED,43
939,84,2011,DECLINED,DECLINED,10
940,84,2011,VOTER_TURNOUT,VOTER_TURNOUT,33232
941,84,2011,ELECTORS,ELECTORS,69553
942,85,2011,KENWELL,LIBERAL                        ,10404
943,85,2011,MATTHEWS,LIBERAL                        ,6839
944,85,2011,SCHREINER,GREEN                          ,4057
945,85,2011,WILSON,PROGRESSIVE CONSERVATIVE       ,25339
946,85,2011,REJECTED,REJECTED,109
947,85,2011,UNMARKED,UNMARKED,43
948,85,2011,DECLINED,DECLINED,14
949,85,2011,VOTER_TURNOUT,VOTER_TURNOUT,46805
950,85,2011,ELECTORS,ELECTORS,97272
951,86,2011,DUNLOP,PROGRESSIVE CONSERVATIVE       ,25081
952,86,2011,LARSEN,LIBERAL                        ,10191
953,86,2011,MIDDLETON,NEW DEMOCRATIC                 ,7710
954,86,2011,STUBBINS,GREEN                          ,2488
955,86,2011,REJECTED,REJECTED,92
956,86,2011,UNMARKED,UNMARKED,28
957,86,2011,DECLINED,DECLINED,22
958,86,2011,VOTER_TURNOUT,VOTER_TURNOUT,45612
959,86,2011,ELECTORS,ELECTORS,89474
960,87,2011,DONNELLY,ONTARIO LIBERTARIAN PARTY,396
961,87,2011,MACDONALD,PROGRESSIVE CONSERVATIVE       ,8021
962,87,2011,MACDONALD,PROGRESSIVE CONSERVATIVE       ,8021
963,87,2011,MCDONELL,PROGRESSIVE CONSERVATIVE       ,21463
964,87,2011,REIST,GREEN                          ,551
965,87,2011,REJECTED,REJECTED,146
966,87,2011,UNMARKED,UNMARKED,41
967,87,2011,DECLINED,DECLINED,18
968,87,2011,VOTER_TURNOUT,VOTER_TURNOUT,39049
969,87,2011,ELECTORS,ELECTORS,75975
970,88,2011,BARTOLUCCI,LIBERAL                        ,13735
971,88,2011,LABELLE,PROGRESSIVE CONSERVATIVE       ,4400
972,88,2011,LOEWENBERG,NEW DEMOCRATIC                 ,13204
973,88,2011,MURPHY MARKETOS,MURPHY MARKETOS,164
974,88,2011,POPESCU,INDEPENDENT,44
975,88,2011,ROGERSON,GREEN                          ,870
976,88,2011,REJECTED,REJECTED,73
977,88,2011,UNMARKED,UNMARKED,26
978,88,2011,DECLINED,DECLINED,13
979,88,2011,VOTER_TURNOUT,VOTER_TURNOUT,32529
980,88,2011,ELECTORS,ELECTORS,65130
981,89,2011,BALFOUR,ONTARIO LIBERTARIAN PARTY,623
982,89,2011,DUNCAN,GREEN                          ,756
983,89,2011,FARBER,LIBERAL                        ,18373
984,89,2011,GORMAN,FREEDOM                        ,149
985,89,2011,HACKELBERG,NEW DEMOCRATIC                 ,4024
986,89,2011,SHURMAN,PROGRESSIVE CONSERVATIVE       ,20971
987,89,2011,REJECTED,REJECTED,160
988,89,2011,UNMARKED,UNMARKED,63
989,89,2011,DECLINED,DECLINED,16
990,89,2011,VOTER_TURNOUT,VOTER_TURNOUT,45135
991,89,2011,ELECTORS,ELECTORS,99517
992,90,2011,GILBERT,PROGRESSIVE CONSERVATIVE       ,5815
993,90,2011,KOZORYS,NEW DEMOCRATIC                 ,9881
994,90,2011,MAURO,LIBERAL                        ,10319
995,90,2011,MCMENEMY,INDEPENDENT,86
996,90,2011,MILNES,GREEN                          ,379
